country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
Indonesia,Sariwangi,https://en.wikipedia.org/wiki/Sariwangi,,https://www.tehsariwangi.com/about,Potential,"Sariwangi (stylized as SariWangi) is an Indonesian tea brand currently owned by Savoria. The brand name literally means 'fragrant essence' in Indonesian. Sariwangi was the first Indonesian tea brand to be packaged in bags, as opposed to the more traditional loose serving. This practical way of servi...",,,,,
Indonesia,Siantar Top,https://en.wikipedia.org/wiki/Siantar_Top,https://siantartop.co.id/en/home/,,Confirmed,"7°21′30″S 112°46′22″E﻿ / ﻿7.358366°S 112.772894°E﻿ / -7.358366; 112.772894 Siantar Top is an Indonesian snacks and consumer goods company based in Sidoarjo, East Java.",1972.0,"Sidoarjo, Indonesia","Biscuit, Candy, Chocolate, Coffee bean, Cracker, Noodle","3,128 (2016)",Rp 2.63 trillion (2016)
Indonesia,Sido Muncul,https://en.wikipedia.org/wiki/Sido_Muncul,https://www.sidomuncul.co.id/,,Confirmed,"PT Industri Jamu dan Farmasi Sido Muncul Tbk, commonly known and doing business as Sido Muncul (literally ""Sido Appears""), is an Indonesian herbal medicine and food products company based in Semarang, Indonesia, established in 1940. It produces and markets a variety of consumer products related to h...",1940.0,"Semarang, Central Java, Indonesia","Herbal medicine, ,, pharmaceuticals, ,, weight management, ,, dietary supplements, ,, personal care, ,, sports nutrition","4,088 (2019)",Rp 3.3 trillion (2020)
Indonesia,Sosro,https://en.wikipedia.org/wiki/Teh_botol,,,Manual Check Required,"Teh Botol (""bottled tea"" in Indonesian) is an Indonesian jasmine tea drink produced by the company Sosro and sold worldwide. It is sweetened and usually served cold. In addition, Sosro also sells the tea in signature glass bottles as well as Tetra Pak and plastic bottle packaging.",,,,,
Indonesia,Wings Food,https://en.wikipedia.org/wiki/Wings_(Indonesian_company),https://wingscorp.com/,,Confirmed,"7°15′37″S 112°44′10″E﻿ / ﻿7.2603°S 112.7361°E﻿ / -7.2603; 112.7361 PT Wings Surya, also known as the Wings Group or simply Wings, is an Indonesian multinational consumer goods company headquartered in Surabaya. It was founded on 21 September 1948 as Fa Wings, by Johannes Ferdinand Katuari and Harjo ...",1948.0,"Surabaya, East Java, Indonesia","Toothpastes, Beverages, Soaps, Shampoos, Shower gels, Cosmetics, Lotions, Deodorants, Chocolates, Energy drinks, Cleaning agents, Air fresheners, Fragrances, Instant noodles, Ice cream, Instant coffee, Chips, Condiments, Pharmaceuticals and consumer healthcares","3,000 (2023)",Rp 35.1 billion (2023)
Indonesia,Yupi,https://en.wikipedia.org/wiki/Yupi_(confectioner),,http://www.yupindo.com/,Potential,"PT Yupi Indo Jelly Gum, better known as Yupi, is an Indonesian gummy jelly manufacturer. Yupi service many markets and private label customers around the world. Starting up with a joint venture with Trolli, one of the leading gummy manufacturers in Europe, Yupi has been the market leader in gummy co...",,"Gunung Putri, Bogor, Indonesia",Gummies,,
Ireland,Abbey Cheese Company,https://en.wikipedia.org/wiki/Abbey_Cheese_Company,,,Manual Check Required,"Abbey Cheese was an Irish cheese manufacturer, making cows' milk and goats' milk cheeses in Portlaoise, County Laois. The manufacturing company, Abo Cheese Company Limited, ended its operation in 2017. It has been owned and run by Pat Hyland (also known as ""Paddy wack"") since 1991 from his dairy far...",,,,,
Ireland,Ardsallagh Goat Farm,https://en.wikipedia.org/wiki/Ardsallagh_Goat_Farm,http://www.ardsallaghgoats.ie,,Confirmed,"Ardsallagh Goat Farm is located at Carrigtwohill, County Cork. Three types of cheese are made from their own herd and from locally sourced goat's milk. The cheeses are suitable for vegetarians.",,,,,
Ireland,Barry's Tea,https://en.wikipedia.org/wiki/Barry%27s_Tea,http://www.barrystea.ie/,,Confirmed,"Barry's Tea is an Irish tea company founded in 1901 by James J. Barry in Cork. Until the 1960s, tea was sold from a shop in Prince's Street, but thereafter the company expanded its wholesaling and distribution operations following its growing popularity. There is a common debate in Ireland about whi...",1901.0,"Cork, Ireland","Black Teas, ,, Green Teas, & Fruit and Herbal Teas",65 (2015),
Ireland,Béal Organic Cheese,https://en.wikipedia.org/wiki/B%C3%A9al_Organic_Cheese,http://www.beal.ie,,Confirmed,"Béal Organic Cheese is made by Kate Carmody at Béal Lodge Dairy Farm, a small family-run dairy farm of Holstein cows on 56 acres located by the mouth of the River Shannon in Listowel, County Kerry in Ireland. It is a cheddar cheese and claims to be the first Irish produced using organic farming and ...",,,,,
Ireland,Bewley's,https://en.wikipedia.org/wiki/Bewley%27s,http://www.bewleys.com,,Confirmed,"Bewley's is an Irish hot beverage company, located in Dublin and founded in 1840, which operates internationally. Its primary business operations are the production of tea and coffee, and the operations of cafés. Bewley's has operations in Ireland, the UK and the United States; in California as Java...",1840.0,"Northern Cross, Malahide Road, Dublin, Ireland","Coffee, tea",,€ 170 Million  (2019)
Ireland,Bluebell Falls,https://en.wikipedia.org/wiki/Bluebell_Falls,http://bluebellfalls.com/,,Confirmed,"Bluebell Falls is an organic goat cheese company in County Cork, Ireland.",,,,,
Ireland,Burren Smokehouse,https://en.wikipedia.org/wiki/Burren_Smokehouse,http://www.burrensmokehouse.ie/,,Confirmed,The Burren Smokehouse is an Irish family-run producer of smoked fish.,,,,,
Ireland,Butlers Chocolates,https://en.wikipedia.org/wiki/Butlers_Chocolates,,,Manual Check Required,"Butlers Chocolates is an Irish manufacturer of luxury chocolate products, based in North Dublin. Founded by Marion Bailey-Butler in 1932, the company produces a wide range of confectionery products including chocolate bars, truffles, fudge, toffee, chocolate eggs and seasonal novelties. The company ...",1932.0,"Dublin, Ireland",,,
Ireland,C&C Group,https://en.wikipedia.org/wiki/C%26C_Group,http://www.candcgroupplc.com,,Confirmed,"C&C Group plc (known prior to its flotation as Cantrell & Cochrane Limited) is an Irish manufacturer, marketer and distributor of alcoholic drinks, particularly cider, and soft drinks. It has production facilities across Ireland, Great Britain and the United States, and its products are sold around ...",1852.0,"Dublin, Ireland","Alcoholic drinks, soft drinks",,"€1,861.6 million (2026)"
Ireland,Cahill's Farm Cheese,https://en.wikipedia.org/wiki/Cahill%27s_Farm_Cheese,https://cahillscheese.ie/,,Confirmed,"Cahill's Farm Cheese is a maker of handmade cheddar cheese from Newcastlewest County Limerick in Ireland. Cheese has been made on the Cahill family farm since the 1950s, but it was not until the 1980s that Cahill's began commercial cheese production end export.",1902.0,"Newcastle West, Ireland",Cheese,,
Ireland,Carlow Brewing Company,https://en.wikipedia.org/wiki/Carlow_Brewing_Company,http://www.carlowbrewing.com,,Confirmed,"The Carlow Brewing Company, better known as O'Hara's Brewery, is an Irish craft brewery located in Bagenalstown, County Carlow. It is the largest craft brewery in Ireland by production capacity.",1996.0,"Bagnelstown, Carlow, Ireland",Alcoholic beverages,50 (2020),
Ireland,Carrigaline Farmhouse Cheese,https://en.wikipedia.org/wiki/Carrigaline_Farmhouse_Cheese,http://carrigalinecheese.com,,Confirmed,"Carrigaline Farmhouse Cheese is a maker of semi-soft cheese made from cow's milk in Carrigaline, County Cork in Ireland. The O'Farrell family have produced cheeses on their farm in County Cork since 1988 using milk from their Friesian cow herd. The O'Farrell family business has since grown into a pr...",,,,,
Ireland,Donegal Creameries,https://en.wikipedia.org/wiki/Donegal_Creameries,,,Manual Check Required,"Aurivo Co-operative Society Limited is an Irish agricultural cooperative based in Sligo, County Sligo, Ireland. With its catchment area mostly in the North West, Aurivo processes an annual volume of approximately 500 million litres of milk, making it one of Ireland's largest dairy co-operatives. For...",2000.0,"Sligo, Ireland","Milk, Butter, Dairy Ingredients",650,"€570,290,000"
Ireland,Flahavan's,https://en.wikipedia.org/wiki/Flahavan%27s,http://www.flahavans.com,,Confirmed,"Flahavan's is an Irish milling company which has been run by the Flahavan family since about 1785 located in the village of Kilmacthomas. The current chairman is John Flahavan. The original mill was a watermill driven by the River Mahon in Kilmacthomas, County Waterford.",1785.0,"Kilmacthomas, Waterford, Ireland",,,€29.3m (2022)
Ireland,Fyffes,https://en.wikipedia.org/wiki/Fyffes,https://www.fyffes.com,,Confirmed,"Fyffes plc (/faɪfs/ FYFS) is a fruit and fresh produce company. The Fyffes brand is most closely associated with the banana industry, although it is applied to a wide range of fruits and fresh produce, including the Fyffes Gold pineapples, and Fyffes melons. Fyffes is primarily involved in the produ...",1888.0,"Geneva, Switzerland","Fruit:, bananas, ,, melons, ,, pineapples",,€1.09 billion (2014)
Ireland,Gleeson Group,https://en.wikipedia.org/wiki/Gleeson_Group,http://www.gleesongroup.ie/,,Confirmed,"Gleeson Group was a manufacturer and distributor of packaged beverage and confectionery products, established in 1974, and owned by the Cooney family. It has approximately 650 employees. The company has national coverage through its 13 distribution hubs. It also owns a large manufacturing plant loca...",,,,,
Ireland,Greencore,https://en.wikipedia.org/wiki/Greencore,https://www.greencore.com,,Confirmed,"Greencore Group plc is a food company in Ireland. It was established by the Irish government in 1991, when Irish Sugar was privatised, but today Greencore's products are mainly convenience foods, not only in Ireland but also in the United Kingdom. A major supplier to British and Irish supermarkets, ...",1991.0,"Dublin, Ireland","Convenience foods, Sandwiches, Deserts, Pizzas, Ready meals, Sauces, Soups, Dips, Salads","28,000 (2026)","£1,947 million (2025)"
Ireland,Hadji Bey,https://en.wikipedia.org/wiki/Hadji_Bey,http://www.hadjibey.ie/,,Confirmed,"Hadji Bey is a Turkish delight confectionery that was originally produced in Cork and has since moved to a production site in County Kildare, Ireland with the successor to Urney Chocolates.",,,,,
Ireland,Irwin's Bakery,https://en.wikipedia.org/wiki/Irwin%27s_Bakery,http://www.irwinsbakery.com,,Confirmed,"Irwin's is Northern Ireland’s largest independent bakery and supplies a range of traditional Irish breads to supermarkets throughout the United Kingdom and Republic of Ireland. Founded in Portadown in County Armagh in 1912, as of 2017 the company reportedly had 337 employees and a turnover of approx...",,,,,
Ireland,Kerry Group,https://en.wikipedia.org/wiki/Kerry_Group,,,Manual Check Required,"Kerry Group plc is a public food company headquartered in Ireland. It is quoted on the Dublin ISEQ and London Stock Exchanges. Given the company's origins in the co-operative movement, farmer-suppliers of the company retain a significant interest in the company.",1972.0,"Tralee, County Kerry",Food ingredients and flavours,"23,000 (2024)","€8,020.3 million (2023"
Ireland,Lakeland Dairies,https://en.wikipedia.org/wiki/Lakeland_Dairies,http://www.lakeland.ie/,,Confirmed,"Lakeland Dairies Group is an Irish dairy co-operative based in County Cavan, Ireland. It operates across sixteen counties on the island of Ireland, in both the Republic of Ireland and Northern Ireland. Lakeland Dairies processes more than 2 billion litres of milk annually from 3,200 suppliers making...",1990.0,"Cavan, Ireland",,"1,200",€1.9 billion (2022)
Ireland,Lyons Tea,https://en.wikipedia.org/wiki/Lyons_Tea_(Ireland),http://www.lyonstea.ie/,,Confirmed,"Lyons is a brand of tea belonging to LIPTON Teas and Infusions that is sold in Ireland. It is one of the two dominant tea brands in the Irish market, along with Barry's Tea. Lyons Tea was first produced by J. Lyons and Co., a catering empire created and built by the Salmons and Glucksteins, a German...",,,,,
Ireland,Mauds Ice Creams,https://en.wikipedia.org/wiki/Mauds_Ice_Creams,,http://www.mauds.co.uk,Potential,"Mauds Ice Creams is an ice cream manufacturer from Northern Ireland, which at one point had stores across the island of Ireland and one in England. The company has made over 350 flavours during its 44-year history, the most popular being Poor Bear, a mix of vanilla ice cream and honeycomb. They are ...",,"Carnmoney, Northern Ireland",Ice Cream,,
Ireland,Murphys Ice Cream,https://en.wikipedia.org/wiki/Murphys_Ice_Cream,http://www.murphysicecream.ie,,Confirmed,"Murphy's Ice Cream is a food company based in Dingle, County Kerry, Ireland. It uses the milk of Kerry cattle and serves coffees as well as ice creams and desserts. Seán and Kieran Murphy started Murphys Ice Cream in Dingle in 2000 with the goal of making the ""best ice cream in the world"". They make...",2000.0,"Dingle, Ireland",,,
Ireland,Nobó,https://en.wikipedia.org/wiki/Nob%C3%B3,http://nobo.ie/,,Confirmed,"Nobó is a brand of dairy-free ice cream, manufactured in Dublin, Ireland and sold nationally.",,,,,
Ireland,Old Bushmills Distillery,https://en.wikipedia.org/wiki/Old_Bushmills_Distillery,,http://www.bushmills.com/,Potential,"The Old Bushmills Distillery is an Irish whiskey distillery in Bushmills, County Antrim, Northern Ireland, established in 1784 and owned by Proximo Spirits. Bushmills Distillery uses water drawn from Saint Columb's Rill, which is a tributary of the River Bush. The distillery is a popular tourist att...",1784.0,"Bushmills, County Antrim, Northern Ireland",Irish whiskey,,
Ireland,Ornua,https://en.wikipedia.org/wiki/Ornua,https://ornua.com/,,Confirmed,"Ornua, from the Irish ""Ór Nua"" meaning ""new gold"" (known as The Irish Dairy Board from 1961 until 2015), is an Irish agricultural cooperative, which markets and sells dairy products on behalf of its members: Irish dairy processors and Irish dairy farmers. The co-operative is Ireland's largest export...",1961.0,"Grattan House, Mount Street, Dublin, Ireland",,"3,300",€2.3 billion (2014)
Ireland,R&H Hall,https://en.wikipedia.org/wiki/R%26H_Hall,,http://www.rhhall.ie,Potential,"R&H Hall plc is Ireland's biggest importer and supplier of animal feed ingredients for feed manufacturing through its trading, purchasing, shipping and storage capability. The company is part of a joint venture between Origin Enterprises and W & R Barnett.",,,,,
Ireland,Shamrock Foods,https://en.wikipedia.org/wiki/Shamrock_Foods,,,Manual Check Required,"Valeo Foods is an Irish multinational producer of branded food and beverage products. The company has a portfolio of over 50 international food brands which are sold across 90 countries globally, including Rowse Honey, Odlums, Batchelors canned food, Jacob's, Dolciaria Balconi, and Kelkin. The busin...",2010.0,"Dublin, Ireland","Biscuits, , Healthy snacking, Savoury snacking, Home baking,, Fruit preserves, , Canned vegetables, Canned fish, Culinary ingredients,, Condiments, , Stocks, Meal ingredients, Mediterranean foods, Juice, Confectionery, Professional food ingredients, Out of home food and beverage solutions",4500,
Ireland,Tayto (Northern Ireland),https://en.wikipedia.org/wiki/Tayto_(Northern_Ireland),http://www.tayto.com,,Confirmed,"Tayto Group Limited is a British manufacturer of crisps and corn snacks based in Tandragee, County Armagh, Northern Ireland. They describe themselves as the third largest snack manufacturer in the United Kingdom and the largest British-owned crisp and snack manufacturer. The company employs 300 peop...",1956.0,"Tandragee, County Armagh, Northern Ireland",,,
Ireland,Tayto (Republic of Ireland),https://en.wikipedia.org/wiki/Tayto_(Republic_of_Ireland),,http://www.taytocrisps.ie,Potential,"Tayto Snacks is a crisp and popcorn manufacturer in Ireland, founded by Joe Murphy in May 1954 and is now owned by German snack food company Intersnack. It owns several brands, including its leading product of Tayto Crisps for which it invented the first flavoured crisp production process. The first...",1954.0,"Ashbourne, County Meath, Ireland",,,
Ireland,Valeo Foods,https://en.wikipedia.org/wiki/Valeo_Foods,,,Manual Check Required,"Valeo Foods is an Irish multinational producer of branded food and beverage products. The company has a portfolio of over 50 international food brands which are sold across 90 countries globally, including Rowse Honey, Odlums, Batchelors canned food, Jacob's, Dolciaria Balconi, and Kelkin. The busin...",2010.0,"Dublin, Ireland","Biscuits, , Healthy snacking, Savoury snacking, Home baking,, Fruit preserves, , Canned vegetables, Canned fish, Culinary ingredients,, Condiments, , Stocks, Meal ingredients, Mediterranean foods, Juice, Confectionery, Professional food ingredients, Out of home food and beverage solutions",4500,
Israel,Angel Bakeries,https://en.wikipedia.org/wiki/Angel_Bakeries,https://web.archive.org/web/20110728105523/http://tiferesyisroel.org/Lachmaniot.pdf,,Confirmed,"Angel Bakeries (Hebrew: מאפיות אנג'ל Ma'afiyot Anjel), also known as Angel's Bakery, is the largest commercial bakery in Israel, producing 275,000 loaves of bread and 275,000 rolls daily and controlling 30 percent of the country's bread market. With a product line of 100 different types of bread pro...",1927.0,Israel,"Breads, ,, rolls, ,, challah, ,, cakes, ,, cookies, ,, pastries, ,, muffins","1,800",
Israel,Berman's Bakery,https://en.wikipedia.org/wiki/Berman%27s_Bakery,,,Manual Check Required,"Berman's Bakery (Hebrew: מאפית ברמן Mafiat Berman) is the oldest commercial bakery in Israel and the second-largest after Angel Bakeries. Founded in 1875 by Kreshe Berman as a cottage industry in Jerusalem's Old City, the family business was the first to open a Jewish store outside the Old City wall...",1875.0,"Jerusalem, Israel","Breads, ,, rolls, ,, pita, ,, challah, ,, cakes, ,, pies, ,, cookies, ,, pastries",400+,
Israel,Osem,https://en.wikipedia.org/wiki/Osem_(company),,,Manual Check Required,"Osem Investments Ltd. (Hebrew: אֹסֶם השקעות בע""מ) is one of the largest food manufacturers and distributors in Israel. Since 2016 the group has been 100% owned by Nestlé S.A. of Switzerland. Before it was acquired by Nestlé, the company was publicly traded and listed on the Tel Aviv Stock Exchange. ...",1942.0,"Shoham, Israel","Coffee, ,, pasta, ,, breakfast cereals, ,, confectionery",4707 (2010),"NIS 3,807.2 million ( 2010 )"
Israel,Prigat,https://en.wikipedia.org/wiki/Prigat,http://www.prigat.co.il/,,Confirmed,"Prigat (Hebrew: פריגת) (originally called Gat) is a juice and syrup manufacturer in Israel owned by Gat Foods and Israel Beer Breweries. Prigat's headquarters are located in two kibbutzim, Givat Haim (Meuhad) and Givat Haim (Ichud), near Hadera. Prigat is Israel's second largest manufacturer in the ...",1940.0,"Givat Haim (Meuhad), and, Givat Haim (Ichud), Israel",,280 (2006),
Israel,Strauss,https://en.wikipedia.org/wiki/Strauss_Group,http://www.strauss-group.com/en/,,Confirmed,"Strauss Group Ltd. (Hebrew: שטראוס גרופ בע״מ), formerly known as Strauss-Elite (שטראוס עלית), is an Israeli manufacturer and marketer of consumer foods sold through retail stores. It is among the largest food manufacturers in Israel. Strauss Group focuses on dairy products, coffee, water, snacks, sa...",1939.0,"Petah Tikva, Israel","Dairy products, Coffee, Chocolate, Mediterranean dips, Water","15,000",₪ 5.69 billion (2019)
Israel,Tara,https://en.wikipedia.org/wiki/Tara_(Israel),,http://www.tara.co.il/,Potential,Tara (Hebrew: טרה) is an agricultural cooperative (co-op) in Israel specializing in milk and dairy products. It is the second largest dairy processor after Tnuva.,,,,,
Israel,Yehuda Matzos,https://en.wikipedia.org/wiki/Yehuda_Matzos,,https://www.yehudamatzos.co.il/,Potential,"Yehuda Matzos Moshe Ludmir & Sons Ltd. (Hebrew: מצות יהודה משה לודמיר ובניו בע""מ), or simply Yehuda Matzos (Hebrew: מצות יהודה, romanized: Matzot Yehuda), is a large Israeli matzo company based in Jerusalem which is a large local matzo company and leading exporter to the United States, Canada, and o...",1921.0,"Jerusalem, Israel",,,
Italy,Amedei,https://en.wikipedia.org/wiki/Amedei,,http://www.amedei.com/,Potential,"43°39′14″N 10°40′54″E﻿ / ﻿43.6539019°N 10.6816664°E﻿ / 43.6539019; 10.6816664 Amedei is a premium artisan chocolate manufacturing company located in Pontedera in the Tuscany region of Italy, considered to be one of the finest chocolate producers in the world.",1990.0,"Pontedera, Tuscany, Italy",Chocolate,,"€3,344,797 (2013)"
Italy,Auricchio,https://en.wikipedia.org/wiki/Auricchio,,https://books.google.com/books?id=72oAjwEACAAJ,Potential,"Auricchio is an Italian cheese-making company, based in Cremona, Italy.",1877.0,"Cremona, Italy",Cheese,350,
Italy,Autogrill,https://en.wikipedia.org/wiki/Autogrill,http://www.autogrill.com/en,,Confirmed,"Autogrill S.p.A. is an Italian multinational catering company, which was controlled with a 50.1% stake by the Edizione Holding investment vehicle of the Benetton family. Over 90% of the company's business derives from outlets in airport terminals and motorway service areas. It runs operations in 30 ...",1977.0,"Rozzano, Italy","Foodservice, at, service areas, ,, airport terminals, ,, train stations, ,, ports","31,092 (2020)",€ 2.0 billion (2020)
Italy,Dolciaria Balconi,https://en.wikipedia.org/wiki/Dolciaria_Balconi,,,Manual Check Required,"Balconi Dolciaria is a large Italian company specialized in the production of cakes made with sponge cake. Founded in 1953 as a simple artisanal pastry shop, created by pastry chef Michele Balconi, Balconi has a factory which covers an area of 20,000 square metres, employs 12,000 people and over 5,0...",1953.0,"Milan, Italy",Spongecake,"12,000",
Italy,Balocco,https://en.wikipedia.org/wiki/Balocco_(company),,http://www.balocco.it,Potential,Balocco S.p.A. is an Italian food company based in Fossano. It was founded in 1927. Balocco produces a range of biscuits. The company exports products to about 30 countries and offers private-label production services.,1927.0,"Fossano, Italy","Panettone, Pandoro, Biscuits, Wafers",,
Italy,Barilla Group,https://en.wikipedia.org/wiki/Barilla_Group,https://www.barillagroup.com/,,Confirmed,"Barilla Group is an Italian multinational food company founded in 1877. It is the world's largest pasta producer. The company operates 30 production sites, half of which are located in Italy and half internationally.",1877.0,"Parma, Italy","Pasta, ready-made sauces, bakery products, biscuits, toasted bread, cereals, snacks, pastries, soft bread, brioches, power snacks, cakes and crisp bread","8,827 (2024)",€ 4.883 billion (2024)
Italy,Bartolo Nardini,https://en.wikipedia.org/wiki/Bartolo_Nardini,,,Manual Check Required,"Bortolo Nardini is an Italian family-owned producer of alcoholic drinks, notably grappa. Founded in 1779 and based in Bassano del Grappa, the company produces four million bottles of grappa per year - over a quarter of the world market - making it the brand leader in this area.",,,,,
Italy,Bertagni,https://en.wikipedia.org/wiki/Bertagni,,http://www.bertagni.it,Potential,Bertagni is an Italian food company founded in Bologna by Luigi Bertagni in 1882.,1882.0,"Arcugnano, VI, Italy",Food,,
Italy,Campari Group,https://en.wikipedia.org/wiki/Campari_Group,http://www.camparigroup.com,,Confirmed,"Davide Campari-Milano N.V., trading as Campari Group, is an Italian company active since 1860 in the branded beverage industry. It produces spirits, wines, and non-alcoholic apéritifs. From its signature product, Campari, its portfolio has been extended to include over 50 brands, including Aperol, A...",1860.0,"Milan, Italy","Spirits, ,, wines, ,, soft drinks","3,784 (2020)",€ 1.772 billion (2020)
Italy,Carapelli,https://en.wikipedia.org/wiki/Carapelli,https://www.carapelli.com/,,Confirmed,"Carapelli (Carapelli Firenze SpA) is an Italian food company, since 2005 owned by Spanish multinational Deoleo, S.A, based in Tavarnelle Val di Pesa, which is a small town in the Metropolitan City of Florence, most famous for its extra virgin olive oil. The company was started as a home business in ...",1893.0,"Tavarnelle Val di Pesa, Italy",Vegetable oils,,
Italy,Cielo,https://en.wikipedia.org/wiki/Cielo_(company),,http://www.cielousa.com,Potential,Cielo is the largest distributor/manufacturer of frozen yogurt ingredients in Europe.,1979.0,Multiple locations,Food/Manufacturer,"1,300",126 mil (2006) Est.
Italy,Cirio,https://en.wikipedia.org/wiki/Cirio,http://www.cirio1856.com,,Confirmed,"Cirio S.p.A. (Italian pronunciation: ) is an Italian food company, founded in 1856 in Turin. The company sponsored SSC Napoli in 1982–83 and 1984–85 season and SS Lazio from 1996 to 2000.",1856.0,"San Lazzaro di Savena, Bologna, Italy",,,
Italy,Coppola Foods,https://en.wikipedia.org/wiki/Coppola_Foods,,http://www.coppolasalerno.com,Potential,Coppola Foods is an Italian food family owned company with a heritage dating back to 1903 in the production and supply of Italian food products.,,"London, United Kingdom, Mercato San Severino, Italy","Canned tomatoes, ,, beans, and, vegetables, ,, soups, and, sauces, ,, olive oil, ,, rice",,
Italy,De Cecco,https://en.wikipedia.org/wiki/De_Cecco,https://www.dececco.com/gb_en/,,Confirmed,"De Cecco (pronounced ) is an Italian company producing dried pasta, flour and other related food products. It is the third-largest manufacturer of pasta in the world.",1886.0,"Fara San Martino, Abruzzo, Italy","Pasta, Olive oil, Tomato products, Sauces, Vinegar",,
Italy,Domori,https://en.wikipedia.org/wiki/Domori,https://domori.com,,Confirmed,"Domori is an Italian company which produces chocolate products. Domori has its headquarters in None, just outside Turin, Italy and since 2006 has been part of Illy Group.",,,,,
Italy,Elledi,https://en.wikipedia.org/wiki/Elledi,,https://www.lagogroup.it/en/,Potential,"Lago Group S.p.A. (also known as Elledi) is an Italian confectionery company specialising in the production of wafers. They were founded in 1968 and became a public company in 1981. Most of their market is in Italy, with the rest of their sales to Europe and a few percent exported to other continent...",,,,,
Italy,Ferrero SpA,https://en.wikipedia.org/wiki/Ferrero_SpA,https://www.ferrero.com/,,Confirmed,"Ferrero International SpA (/fəˈrɛəroʊ/ fə-RAIR-oh, Italian: ), more commonly known as Ferrero Group or simply Ferrero, is an Italian multinational company with headquarters in Alba, Piedmont. Ferrero is a manufacturer of branded chocolate and confectionery products, and the second largest chocolate ...",1946.0,"Alba, Piedmont, Italy",Confectionery,"47,212 (2023)",€ 19 billion (fiscal year 2025)
Italy,Gelati Cecchi,https://en.wikipedia.org/wiki/Gelati_Cecchi,,,Manual Check Required,Gelati Cecchi is an Italian gelato company founded in 1936 by Gabriello Cecchi in Turin. Today the company is led by his grandson Stefano Cecchi.,,,,,
Italy,Giovanni Rana,https://en.wikipedia.org/wiki/Giovanni_Rana,,http://www.giovanniranausa.com/,Potential,"Giovanni Rana OML Commendatore OMRI (born 15 October 1937) is an Italian pasta maker, founder of the Giovanni Rana brand of Italian food products, including refrigerated pasta, sauces, and ready-made dishes. The brand started in 1962 with homemade tortellini and has since expanded, distributing prod...",,,,,
Italy,Girolamo Luxardo,https://en.wikipedia.org/wiki/Girolamo_Luxardo,,http://www.luxardo.it/index.aspx,Potential,"Girolamo Luxardo S.p.A. is an Italian liqueur factory. Founded in Zadar, it moved to Torreglia near Padua after 1945. The company's current products include a variety of liqueurs and similar products (Maraschino, Sangue Morlacco, Sambuca, Amaretto, Grappa, Passione Nera, Slivovitz, Luxardo Fernet, e...",,,,,
Italy,Granarolo,https://en.wikipedia.org/wiki/Granarolo_(company),http://granarologroup.com/,,Confirmed,"Granarolo S.p.A. is a food company in Italy founded in 1957 and based in Bologna. It operates in the dairy sector (milk, yoghurt, desserts, fresh cream and long-life cream, fresh and hard cheeses, and milk-based baby food) and vegetable foods.",1957.0,Italy,"Milk and dairy products, vegetable specialities.","2,532 (2024)",€ 1.720 billion € (2024)
Italy,Grom,https://en.wikipedia.org/wiki/Grom_(company),http://www.grom.it/en/,,Confirmed,"Gromart S.p.A., traded as Grom, is an Italian gelato company based in Turin. Grom's first Italian store was established in 2003 by Federico Grom and Guido Martinetti. It had further expanded internationally and established branches in several regions, namely New York City, Los Angeles, Malibu, Paris...",2003.0,"Piazza Paleocapa 1/D, Turin, Italy",,,€ 23 million
Italy,Guglielmo coffee,https://en.wikipedia.org/wiki/Guglielmo_coffee,,http://www.lespressousa.com,Potential,"Guglielmo Coffee is an Italian coffee company located in Copanello di Stalettì, Province of Catanzaro, Calabria, Italy. It produces five blends of coffee.",1943.0,"Copanello di Stalettì, province of Catanzaro, Calabria, Italy","Coffee, espresso machines",500 approx,
Italy,La Molisana,https://en.wikipedia.org/wiki/La_Molisana,http://www.lamolisana.it,,Confirmed,"La Molisana (""The One from Molise"") is an Italian food company based in Campobasso. It was founded in 1912. It is one of the largest pasta producers in Italy. The company exports products to about 50 countries and offers private-label production services. It was one of 13 companies which together ac...",1912.0,"Campobasso, Italy","Pasta, ,, flour, ,, tomato sauce",,
Italy,Lavazza,https://en.wikipedia.org/wiki/Lavazza,https://www.lavazza.com/,,Confirmed,"Luigi Lavazza S.p.A. (Italian: ), shortened and stylized as LAVAZZA, is an Italian manufacturer of coffee products. Founded in Turin in 1895 by Luigi Lavazza, it was initially run from a small grocery store at Via San Tommaso 10. The business (Italian: S.p.A.) is currently administered by the third ...",1895.0,"Turin, Italy","Whole bean, coffee, Merchandise","3,800 (2018  )","1,473,000,000 euro (2015)"
Italy,Lazzaroni,https://en.wikipedia.org/wiki/Lazzaroni,,http://lazzaronibiscotti.it/en/lazzaroni-biscotti-en/,Potential,Lazzaroni (pronounced ) is the brand name related to several biscuits and bakery products manufactured by the Italian company D. Lazzaroni & C. Spa. Lazzaroni is a well-known Italian brand thanks to products such as Amaretti di Saronno. Lazzaroni was the first Italian company to produce biscuits ind...,1888.0,"Lainate, Italy",Bakery products,146 (2010),€ 28 million (2011)
